id_venda,id_data,id_cliente,id_produto,id_localizacao,id_canal_venda,id_vendedor,id_status_entrega,id_meta,quantidade,preco_unitario,desconto,receita_bruta,receita,valor_desconto,custo_unitario,custo_total,lucro,margem_lucro,meta_venda,percentual_atingimento_meta,prazo_entrega_dias,data,ano,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,regiao,cidade,canal_venda,vendedor,status_entrega,atingiu_meta,mes_ano,ano_mes_ordem
827,20240626,9bee84b9d7534a29ebf038376dc3a9e8d61b0f2e424a4e55f0fb8789a4782216,24f75cbc42f094cd92584bc7946900ce9c04aceaa5f148d6e397b3044d0dc02b,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,4594.14,0.07,45941.4,42725.5,3215.9,3826.13,38261.3,4464.2,0.1045,52806.88,0.8091,2,2024-06-26,2024,6,2,Cliente_134,RECORRENTE,10,MÉDIA,ATACADO,HEADSET,PERIFÉRICOS,ALPHA,PADRÃO,SUDESTE,RIO DE JANEIRO,ONLINE,VENDEDOR_17,NO PRAZO,NÃO,06/2024,2024-06
828,20240418,8bbbf6f49f9b9cde5bf6b244fa20a2f4092770683c81651e71cb789d1cd19380,7019bc41ecabdf05ebb511ec21fbb1fd7b6deb766e1a0b5ecfac3a99b7501f5a,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,a3b3f5bd0a9a9078f50184cc0946819c54059e91acbddc90534208612037f942,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,3390.1,0.17,30510.9,25324.05,5186.85,2989.78,26908.02,-1583.97,-0.0625,27860.26,0.909,1,2024-04-18,2024,4,2,Cliente_089,RECORRENTE,49,BAIXA,ATACADO,MONITOR,INFORMÁTICA,BETA,PREMIUM,CENTRO-OESTE,GOIÂNIA,ONLINE,VENDEDOR_10,NO PRAZO,NÃO,04/2024,2024-04
829,20241205,039ca7708a2a7400b05d523d670ce6551596c41e4536d8d580f09670b7da9d3b,37510ad6e7f0781d0920602659ed2bd23ac73a2ad4d9e9c06d20515f2c709b1d,cec1f71a2989ecf2d34d10058352eaaacb8b9424d321689236998c64ac16241b,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,a3b3f5bd0a9a9078f50184cc0946819c54059e91acbddc90534208612037f942,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,4449.56,0.18,40046.04,32837.75,7208.29,3174.61,28571.49,4266.26,0.1299,36676.9,0.8953,9,2024-12-05,2024,12,4,Cliente_126,RECORRENTE,32,ALTA,ATACADO,HEADSET,PERIFÉRICOS,BETA,PADRÃO,SUL,CURITIBA,LOJA,VENDEDOR_10,ATRASADO,NÃO,12/2024,2024-12
830,20241223,d2778332fdf6b576ab9d82e63c8234342cc886252f050b79ea9fe8d64450961d,6a7527152a2c68318c6570929a1cf4c1d3cf7327535f960ab761092ca41ae809,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,10e1a3b9456ee6f1b9d2fdea7e2893cddf77661af5f09ec6d4de0506a8717eb9,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,3697.25,0.19,14789.0,11979.09,2809.91,2210.66,8842.64,3136.45,0.2618,17116.82,0.6998,2,2024-12-23,2024,12,4,Cliente_022,RECORRENTE,6,MÉDIA,ATACADO,MONITOR,INFORMÁTICA,DELTA,PREMIUM,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_16,NO PRAZO,NÃO,12/2024,2024-12
831,20240112,8705d1b67f674baf1cf530071dfa2ff9d8aed0ee33693d0f59350be45dcc03b0,7f28d3842000bdff2371e794bc95c36799dd8d0e83ffd5c400b0613ac8b890a5,cec1f71a2989ecf2d34d10058352eaaacb8b9424d321689236998c64ac16241b,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1b68031508d05d5d38d9ca5ea43184a71cbbd009bf9bae2793d3cd4488cd0c07,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,1921.23,0.25,21133.53,15850.15,5283.38,1599.94,17599.34,-1749.19,-0.1104,24738.16,0.6407,4,2024-01-12,2024,1,1,Cliente_060,RECORRENTE,20,BAIXA,VAREJO,TABLET,INFORMÁTICA,GAMMA,ECONÔMICO,SUL,CURITIBA,ONLINE,VENDEDOR_15,NO PRAZO,NÃO,01/2024,2024-01
832,20240606,4b51f1a2bfc70bde0fc4bf6f294276bbe5ce695a8d42b3541b335af91cc0e31c,7f28d3842000bdff2371e794bc95c36799dd8d0e83ffd5c400b0613ac8b890a5,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,1312.2,0.07,7873.2,7322.08,551.12,1111.05,6666.3,655.78,0.0896,7999.24,0.9153,2,2024-06-06,2024,6,2,Cliente_196,RECORRENTE,32,ALTA,ATACADO,TABLET,INFORMÁTICA,GAMMA,ECONÔMICO,NORTE,BELÉM,ONLINE,VENDEDOR_12,NO PRAZO,NÃO,06/2024,2024-06
833,20241203,fbfb5499f8e719ea38ab8dca109ae35783fb3c3591f781c5cd6295c40426f95e,3197c071626b3ecfd01aa3215358087aae950f483987504787bb5726c474b8e0,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,1141.81,0.15,11418.09,9705.38,1712.71,945.68,9456.8,248.58,0.0256,13254.88,0.7322,10,2024-12-03,2024,12,4,Cliente_096,RECORRENTE,42,BAIXA,ATACADO,IMPRESSORA,INFORMÁTICA,GAMMA,ECONÔMICO,NORTE,MANAUS,LOJA,VENDEDOR_17,ATRASADO,NÃO,12/2024,2024-12
834,20240111,aa009aa6fe0b439f695c3da6243871c56e2031f33742671e83e423427910bd5f,7c3f41024eae45929a26fbb6dabf965f7d05c5ac32240bf95a08896eec1b5989,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,99bd4df2113cb3d766792b0efb13f18962f220478064eb47b84d9d742c3348f1,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,4838.45,0.17,19353.8,16063.65,3290.15,2688.35,10753.4,5310.25,0.3306,22826.89,0.7037,4,2024-01-11,2024,1,1,Cliente_117,NOVO,5,MÉDIA,VAREJO,TECLADO,PERIFÉRICOS,ALPHA,ECONÔMICO,NORDESTE,SALVADOR,LOJA,VENDEDOR_01,NO PRAZO,NÃO,01/2024,2024-01
835,20241127,fb9261c5b67fef2813bbd6ca02bd758e71ac3a1dbac8ea64b9e99075c5445ce5,b6cdd4a8aef4c972ce4972c83aea503f7c7deef53d87e3912da06fc589f8f8cf,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,5104.29,0.2,35730.03,28584.02,7146.01,3309.47,23166.29,5417.73,0.1895,35922.23,0.7957,13,2024-11-27,2024,11,4,Cliente_036,RECORRENTE,24,MÉDIA,ATACADO,TABLET,INFORMÁTICA,BETA,PADRÃO,CENTRO-OESTE,BRASÍLIA,ONLINE,VENDEDOR_18,ATRASADO,NÃO,11/2024,2024-11
836,20240229,91e1e55e45a88d5f48519f7fe697f5e5f20faed3d7b1ec923be7d65050068cef,3197c071626b3ecfd01aa3215358087aae950f483987504787bb5726c474b8e0,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,8468ec7604b1c6ade314d82a8d56dbe1b0db8428a57f344707685d0fad62f6cf,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,3211.98,0.03,12847.92,12462.48,385.44,2644.05,10576.2,1886.28,0.1514,14180.87,0.8788,14,2024-02-29,2024,2,1,Cliente_150,RECORRENTE,11,ALTA,ATACADO,IMPRESSORA,INFORMÁTICA,GAMMA,ECONÔMICO,NORTE,BELÉM,LOJA,VENDEDOR_02,ATRASADO,NÃO,02/2024,2024-02
837,20240511,feb4a754f72aa028c75491235eccaec4a20c107296c9fa7b5abd16a328b73785,0dd10d2b448d96e4037322a1f8aa06b528c64c310a7f117207dc22bd24ff50e6,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,8a0fe5ac0b3d841482673ba35385798ccfa9a97e0a1c13b603a1ae3067231add,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,1227.08,0.01,9816.64,9718.47,98.17,1055.54,8444.32,1274.15,0.1311,10659.29,0.9117,6,2024-05-11,2024,5,2,Cliente_040,NOVO,5,BAIXA,ATACADO,SMARTPHONE,TELEFONIA,BETA,PREMIUM,NORDESTE,RECIFE,ONLINE,VENDEDOR_13,NO PRAZO,NÃO,05/2024,2024-05
838,20240424,c92da9ef09d6da378bde68d17f0323f0014593227149fd7e1b67f7a7c45c83cf,7f28d3842000bdff2371e794bc95c36799dd8d0e83ffd5c400b0613ac8b890a5,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,5,2125.41,0.12,18243.6,16054.37,2189.23,2212.02,11060.1,4994.27,0.3111,21660.28,0.7412,13,2024-04-24,2024,4,2,Cliente_036,NOVO,4,MÉDIA,VAREJO,TABLET,INFORMÁTICA,GAMMA,ECONÔMICO,NORTE,MANAUS,ONLINE,VENDEDOR_18,ATRASADO,NÃO,04/2024,2024-04
839,20240101,88472d204fea713b11e43ebc7de2c4ccb81c8444540beda6a954c7e9d1c2db2a,3197c071626b3ecfd01aa3215358087aae950f483987504787bb5726c474b8e0,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,5,5626.45,0.16,28132.25,23631.09,4501.16,4446.46,22232.3,1398.79,0.0592,29142.33,0.8109,9,2024-01-01,2024,1,1,Cliente_181,RECORRENTE,41,MÉDIA,VAREJO,IMPRESSORA,INFORMÁTICA,GAMMA,ECONÔMICO,SUL,PORTO ALEGRE,LOJA,VENDEDOR_17,ATRASADO,NÃO,01/2024,2024-01
840,20240511,bba65f298fa8d58a5306c101b101971035d0327632ab2c4eaa3cdb1d6783ddaf,a61b2b3591534c169ebdd3000d7abce88e2373ac0bf17872427d645b7fa37972,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,5,912.68,0.05,4563.4,4335.23,228.17,488.76,2443.8,1891.43,0.4363,4342.57,0.9983,6,2024-05-11,2024,5,2,Cliente_048,NOVO,4,MÉDIA,ATACADO,NOTEBOOK,INFORMÁTICA,DELTA,PREMIUM,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_18,NO PRAZO,NÃO,05/2024,2024-05
841,20240519,f0630d84c16ff8d1e41fd9dda83a28dc13e1a97e2fd9228f9f080bf72f7a6790,218a4e3052f074b858d4303ce0bac4bbe35054419f729cd7f16403fc8f38c9ec,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,2,882.43,0.21,1764.86,1394.24,370.62,654.52,1309.04,85.2,0.0611,2055.94,0.6782,5,2024-05-19,2024,5,2,Cliente_043,RECORRENTE,30,BAIXA,VAREJO,MONITOR,INFORMÁTICA,ALPHA,ECONÔMICO,NORDESTE,SALVADOR,ONLINE,VENDEDOR_18,NO PRAZO,NÃO,05/2024,2024-05
842,20240722,6b47914c3f27d13b82a967260679e2243f82520ea0ba927ea0a74d1a174efc94,f921b9c15c1a74dbe2cc25cf9efb23367dcc9d67a60b9f8f7796204583205b06,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1893593e96de42c10626268102ac560be55ec8f654ffd3b3f8a3cd2a9344dc95,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,567.88,0.14,3975.16,3418.64,556.52,338.87,2372.09,1046.55,0.3061,4506.04,0.7587,5,2024-07-22,2024,7,3,Cliente_122,NOVO,2,BAIXA,VAREJO,HEADSET,PERIFÉRICOS,BETA,ECONÔMICO,SUDESTE,RIO DE JANEIRO,ONLINE,VENDEDOR_04,NO PRAZO,NÃO,07/2024,2024-07
843,20240929,630a3f8ccb6f182aa247b3d3c2ac139a632a9495beb55df6058d5c30828a010a,2936bd7a9c0a353d4b0c53640f100cb899db70a7b91a19677e69c8803c40a483,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,8a0fe5ac0b3d841482673ba35385798ccfa9a97e0a1c13b603a1ae3067231add,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,1002.99,0.24,9026.91,6860.45,2166.46,552.54,4972.86,1887.59,0.2751,8898.31,0.771,2,2024-09-29,2024,9,3,Cliente_180,NOVO,4,BAIXA,ATACADO,HEADSET,PERIFÉRICOS,ALPHA,PREMIUM,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_13,NO PRAZO,NÃO,09/2024,2024-09
844,20240704,0dc9993ed3f97d814ce85b7c7764bee3b75a117f8246ab988f736970cf7d4159,48a1f65e9b9d32993839d3a4809dceaa1750bd097c66d859dbefd1401fd3569d,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,5291.7,0.08,31750.2,29210.18,2540.02,3153.58,18921.48,10288.7,0.3522,34727.76,0.8411,9,2024-07-04,2024,7,3,Cliente_012,RECORRENTE,9,ALTA,ATACADO,IMPRESSORA,INFORMÁTICA,ALPHA,PREMIUM,SUDESTE,RIO DE JANEIRO,LOJA,VENDEDOR_17,ATRASADO,NÃO,07/2024,2024-07
845,20241024,8678ab2fd37452ebb9a63c5ae858dbb3726f202eaad979eca61115b3f2a08201,d35664f912b92cc0db4a1da1e9c584c206b008b3fdf9062e579048e5403e20b0,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,6029477ae6064c716da9e6bb92acae2f35c6e076ea3c3f713f35e3973a5559d1,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,5193.9,0.24,36357.3,27631.55,8725.75,3481.96,24373.72,3257.83,0.1179,33338.76,0.8288,10,2024-10-24,2024,10,4,Cliente_136,NOVO,4,MÉDIA,VAREJO,MONITOR,INFORMÁTICA,GAMMA,PADRÃO,NORTE,MANAUS,LOJA,VENDEDOR_20,ATRASADO,NÃO,10/2024,2024-10
846,20240225,4961069c856ecd710fcb85b3d65ccafd4c14d08e99fe6b4093148961c528f010,12c7af83ec0c33cc022115c09e16434d292a88f56093ad0a5644b868cefe8668,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,4740.64,0.03,33184.48,32188.95,995.53,2531.89,17723.23,14465.72,0.4494,38396.35,0.8383,11,2024-02-25,2024,2,1,Cliente_062,NOVO,3,BAIXA,ATACADO,IMPRESSORA,INFORMÁTICA,DELTA,PADRÃO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_17,ATRASADO,NÃO,02/2024,2024-02
847,20240322,a2d477c04ca285bb59ce8a740b585ce459c9214d6cf1d143bb551a63475e7ab3,9084ccb5e733c67c81f0e2d7da9e697e53cb7986e5ff1fa61c298f71935668c7,cec1f71a2989ecf2d34d10058352eaaacb8b9424d321689236998c64ac16241b,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,4199.96,0.23,41999.6,32339.69,9659.91,3496.92,34969.2,-2629.51,-0.0813,39224.16,0.8245,5,2024-03-22,2024,3,1,Cliente_096,NOVO,2,BAIXA,ATACADO,TABLET,INFORMÁTICA,ALPHA,ECONÔMICO,SUL,CURITIBA,ONLINE,VENDEDOR_18,NO PRAZO,NÃO,03/2024,2024-03
848,20241026,ab3b4835be91e478881b15d5080caac9e5750bfe0bb3ee1f77a321fe31d36024,570d081abf5260c0088af9f295c53b7ca98c3fecfc1472e91f4b738ba3eb2dc1,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,da571b9283e30a2c78fb144ca3a1089486cd3593762478dbdf371a13bc9b65e8,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,2181.27,0.03,8725.08,8463.33,261.75,1200.12,4800.48,3662.85,0.4328,9069.41,0.9332,13,2024-10-26,2024,10,4,Cliente_048,NOVO,3,MÉDIA,VAREJO,MOUSE,PERIFÉRICOS,ALPHA,PREMIUM,SUDESTE,RIO DE JANEIRO,LOJA,VENDEDOR_03,ATRASADO,NÃO,10/2024,2024-10
849,20240731,6843690b380ee02ce1ce6fc09380c28a1e9794b763d3972092269aa6bb3b1607,efa93879eb2a92a104a2c0aba52c8f842ed9736de9f641cf0b5eb7b2d6dd1b4a,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,10e1a3b9456ee6f1b9d2fdea7e2893cddf77661af5f09ec6d4de0506a8717eb9,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,1207.73,0.05,12077.31,11473.44,603.87,804.93,8049.3,3424.14,0.2984,12061.25,0.9513,4,2024-07-31,2024,7,3,Cliente_192,NOVO,3,MÉDIA,ATACADO,IMPRESSORA,INFORMÁTICA,GAMMA,PADRÃO,NORTE,MANAUS,ONLINE,VENDEDOR_16,NO PRAZO,NÃO,07/2024,2024-07
850,20240308,c00684016f20c3dabc3548396085eb474681489eea44bdd3a3da11c8bd06506c,ab4c374fefd5fe15d0522e1198e7acc8cd66238cdc5fe400c2ecc508ef2f575f,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,8a0fe5ac0b3d841482673ba35385798ccfa9a97e0a1c13b603a1ae3067231add,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,1791.22,0.2,19703.43,15762.74,3940.68,1455.8,16013.8,-251.06,-0.0159,21400.27,0.7366,13,2024-03-08,2024,3,1,Cliente_107,NOVO,4,MÉDIA,ATACADO,TABLET,INFORMÁTICA,DELTA,ECONÔMICO,NORDESTE,RECIFE,LOJA,VENDEDOR_13,ATRASADO,NÃO,03/2024,2024-03
851,20240630,6308a34503ba6cc4e491705d342fe20e62cc5635b210d78cd1696d86c3b06c84,9511ac3ada44a8a4cd604974fde8744b10d8e647cc3b997254918284c9ee86de,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,99bd4df2113cb3d766792b0efb13f18962f220478064eb47b84d9d742c3348f1,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,2,2708.25,0.23,5416.51,4170.71,1245.8,1940.46,3880.93,289.78,0.0695,5463.47,0.7634,10,2024-06-30,2024,6,2,Cliente_121,RECORRENTE,47,ALTA,ATACADO,NOTEBOOK,INFORMÁTICA,DELTA,PADRÃO,NORDESTE,RECIFE,LOJA,VENDEDOR_01,ATRASADO,NÃO,06/2024,2024-06
852,20240507,296b2b51f71b0cdf0388cfe93f6ea55b23bfac98f6437bb02f98ddca8e45c9a7,d35664f912b92cc0db4a1da1e9c584c206b008b3fdf9062e579048e5403e20b0,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,2750.02,0.21,16500.11,13035.09,3465.02,1816.25,10897.5,2137.59,0.164,17488.24,0.7454,6,2024-05-07,2024,5,2,Cliente_017,NOVO,3,BAIXA,VAREJO,MONITOR,INFORMÁTICA,GAMMA,PADRÃO,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_12,NO PRAZO,NÃO,05/2024,2024-05
853,20240203,a753e1e7e7429deb29be76eb22aeeba6879efdee6f8fc4f89eacf607bd063ed4,c78f300793640957fd151fb5e67191b79c24cfa026684ad041b153c7d367d563,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,703cabcafbad3301658913fc0a0a1ec3cd2008b0acbeaba92177a36ffcdf391a,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,3818.05,0.09,41998.55,38218.68,3779.87,2096.16,23057.76,15160.92,0.3967,41185.62,0.928,3,2024-02-03,2024,2,1,Cliente_083,RECORRENTE,36,ALTA,VAREJO,TABLET,INFORMÁTICA,ALPHA,PREMIUM,NORDESTE,SALVADOR,LOJA,VENDEDOR_07,NO PRAZO,NÃO,02/2024,2024-02
854,20241011,a4501235b67c9b9a72abf466b718d1772ca6894c7eb1da7c0ae45324db0bde86,f528c4306f19f352ed333d95b209f24e1a970eb422e15a894d627d8b84720693,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,a3b3f5bd0a9a9078f50184cc0946819c54059e91acbddc90534208612037f942,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,3300.97,0.13,23106.79,20102.91,3003.88,2459.32,17215.24,2887.67,0.1436,20981.76,0.9581,12,2024-10-11,2024,10,4,Cliente_154,NOVO,3,ALTA,VAREJO,IMPRESSORA,INFORMÁTICA,BETA,PREMIUM,NORTE,MANAUS,LOJA,VENDEDOR_10,ATRASADO,NÃO,10/2024,2024-10
